,O*NET-SOC Code,Title,Element Name,activity_score
36219,53-7061.00,Cleaners of Vehicles and Equipment,Handling and Moving Objects,0.8699345858679977
36220,53-7061.00,Cleaners of Vehicles and Equipment,"Identifying Objects, Actions, and Events",-1.324838748778408
36221,53-7061.00,Cleaners of Vehicles and Equipment,"Inspecting Equipment, Structures, or Materials",0.2206326011049056
36222,53-7061.00,Cleaners of Vehicles and Equipment,Interpreting the Meaning of Information for Others,-0.9201421404110977
36223,53-7061.00,Cleaners of Vehicles and Equipment,"Judging the Qualities of Objects, Services, or People",-1.0571993214984725
36224,53-7061.00,Cleaners of Vehicles and Equipment,Making Decisions and Solving Problems,-0.6436571780148429
36225,53-7061.00,Cleaners of Vehicles and Equipment,"Monitoring Processes, Materials, or Surroundings",-0.7323748611546018
36226,53-7061.00,Cleaners of Vehicles and Equipment,Monitoring and Controlling Resources,0.3798155471977838
36227,53-7061.00,Cleaners of Vehicles and Equipment,"Operating Vehicles, Mechanized Devices, or Equipment",1.1496228985085668
36228,53-7061.00,Cleaners of Vehicles and Equipment,"Organizing, Planning, and Prioritizing Work",-0.9235781684672256
36229,53-7061.00,Cleaners of Vehicles and Equipment,Performing Administrative Activities,-0.11662945164013037
36230,53-7061.00,Cleaners of Vehicles and Equipment,Performing General Physical Activities,1.0562213003561196
36231,53-7061.00,Cleaners of Vehicles and Equipment,Performing for or Working Directly with the Public,0.16274849382339807
36232,53-7061.00,Cleaners of Vehicles and Equipment,Processing Information,-0.8306826184008896
36233,53-7061.00,Cleaners of Vehicles and Equipment,Providing Consultation and Advice to Others,-0.2113638159287078
36234,53-7061.00,Cleaners of Vehicles and Equipment,Repairing and Maintaining Electronic Equipment,0.7401113213031157
36235,53-7061.00,Cleaners of Vehicles and Equipment,Repairing and Maintaining Mechanical Equipment,0.62523881862579
36236,53-7061.00,Cleaners of Vehicles and Equipment,Resolving Conflicts and Negotiating with Others,-0.14457422077609508
36237,53-7061.00,Cleaners of Vehicles and Equipment,Scheduling Work and Activities,-0.26949029864720886
36238,53-7061.00,Cleaners of Vehicles and Equipment,Selling or Influencing Others,0.11851194201436573
36239,53-7061.00,Cleaners of Vehicles and Equipment,Staffing Organizational Units,0.48739694025172997
36240,53-7061.00,Cleaners of Vehicles and Equipment,Thinking Creatively,-0.8110126182881869
36241,53-7061.00,Cleaners of Vehicles and Equipment,Training and Teaching Others,-0.08885564081696147
36242,53-7061.00,Cleaners of Vehicles and Equipment,Updating and Using Relevant Knowledge,-1.1196052219585728
36243,53-7061.00,Cleaners of Vehicles and Equipment,Working with Computers,-1.0856368495844417
36244,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Analyzing Data or Information,-1.3776942473450424
36245,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Assisting and Caring for Others,-0.2840414531840753
36246,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Coaching and Developing Others,-0.604935892210148
36247,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Communicating with People Outside the Organization,-1.5731685967164413
36248,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Communicating with Supervisors, Peers, or Subordinates",-1.2232380757016654
36249,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Controlling Machines and Processes,-0.5878345302260989
36250,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Coordinating the Work and Activities of Others,-1.1466048921144445
36251,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Developing Objectives and Strategies,-1.325767675672695
36252,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Developing and Building Teams,-0.5944100076006774
36253,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Documenting/Recording Information,-1.7054717102485049
36254,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8320944031963379
36255,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Establishing and Maintaining Interpersonal Relationships,-2.618643673535273
36256,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.8826882923528448
36257,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Evaluating Information to Determine Compliance with Standards,-1.1227205871290449
36258,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Getting Information,-1.5591730942361757
36259,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Guiding, Directing, and Motivating Subordinates",-1.0891109567925197
36260,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Handling and Moving Objects,1.1018873707413355
36261,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Identifying Objects, Actions, and Events",-1.3384499063975
36262,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Inspecting Equipment, Structures, or Materials",0.18644548787424417
36263,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Interpreting the Meaning of Information for Others,-1.2552015556594163
36264,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Judging the Qualities of Objects, Services, or People",-1.7910371594593466
36265,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Making Decisions and Solving Problems,-2.1075075719289313
36266,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Monitoring Processes, Materials, or Surroundings",-1.8952801305184317
36267,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Monitoring and Controlling Resources,-1.3853960736105118
36268,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Operating Vehicles, Mechanized Devices, or Equipment",0.011971861691810299
36269,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Organizing, Planning, and Prioritizing Work",-0.5144222187840467
36270,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Performing Administrative Activities,-1.62127032900417
36271,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Performing General Physical Activities,0.24084209434703271
36272,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Performing for or Working Directly with the Public,-1.0153053542278754
36273,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Processing Information,-1.6978621238981146
36274,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Providing Consultation and Advice to Others,-1.4293672400959148
36275,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Repairing and Maintaining Electronic Equipment,-0.833388875324251
36276,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Repairing and Maintaining Mechanical Equipment,-0.7193067331685938
36277,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Resolving Conflicts and Negotiating with Others,-0.743276451289506
36278,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Scheduling Work and Activities,-1.1895383152245964
36279,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Selling or Influencing Others,-0.6756121687794537
36280,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Staffing Organizational Units,-0.7552595139444361
36281,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Thinking Creatively,-1.4670100195338625
36282,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Training and Teaching Others,-0.8628808280648192
36283,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Updating and Using Relevant Knowledge,-2.1045485088917957
36284,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Working with Computers,-1.6626829335853026
36285,53-7062.04,Recycling and Reclamation Workers,Analyzing Data or Information,-1.0392614574080794
36286,53-7062.04,Recycling and Reclamation Workers,Assisting and Caring for Others,-0.6507049911549444
36287,53-7062.04,Recycling and Reclamation Workers,Coaching and Developing Others,-0.29657846788395276
36288,53-7062.04,Recycling and Reclamation Workers,Communicating with People Outside the Organization,-0.9283065012106595
36289,53-7062.04,Recycling and Reclamation Workers,"Communicating with Supervisors, Peers, or Subordinates",0.354041988631726
36290,53-7062.04,Recycling and Reclamation Workers,Controlling Machines and Processes,1.2851166471755253
36291,53-7062.04,Recycling and Reclamation Workers,Coordinating the Work and Activities of Others,0.05585961475478942
36292,53-7062.04,Recycling and Reclamation Workers,Developing Objectives and Strategies,-0.9054709035856814
36293,53-7062.04,Recycling and Reclamation Workers,Developing and Building Teams,0.03252682631770678
36294,53-7062.04,Recycling and Reclamation Workers,Documenting/Recording Information,-0.9010531215887464
36295,53-7062.04,Recycling and Reclamation Workers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.4247717072851895
36296,53-7062.04,Recycling and Reclamation Workers,Establishing and Maintaining Interpersonal Relationships,-2.393101262023248
36297,53-7062.04,Recycling and Reclamation Workers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.492761706525817
36298,53-7062.04,Recycling and Reclamation Workers,Evaluating Information to Determine Compliance with Standards,-1.30556587184856
36299,53-7062.04,Recycling and Reclamation Workers,Getting Information,-0.6145635955091074
36300,53-7062.04,Recycling and Reclamation Workers,"Guiding, Directing, and Motivating Subordinates",0.09247767843178968
36301,53-7062.04,Recycling and Reclamation Workers,Handling and Moving Objects,1.1907917582757215
36302,53-7062.04,Recycling and Reclamation Workers,"Identifying Objects, Actions, and Events",-1.1757881709002034
36303,53-7062.04,Recycling and Reclamation Workers,"Inspecting Equipment, Structures, or Materials",0.6722748306462036
36304,53-7062.04,Recycling and Reclamation Workers,Interpreting the Meaning of Information for Others,-1.345421825317738
36305,53-7062.04,Recycling and Reclamation Workers,"Judging the Qualities of Objects, Services, or People",-0.36172501933994783
36306,53-7062.04,Recycling and Reclamation Workers,Making Decisions and Solving Problems,-0.9256744632210692
36307,53-7062.04,Recycling and Reclamation Workers,"Monitoring Processes, Materials, or Surroundings",-0.3588128820377995
36308,53-7062.04,Recycling and Reclamation Workers,Monitoring and Controlling Resources,0.10812057764492325
36309,53-7062.04,Recycling and Reclamation Workers,"Operating Vehicles, Mechanized Devices, or Equipment",1.3395408180032704
36310,53-7062.04,Recycling and Reclamation Workers,"Organizing, Planning, and Prioritizing Work",-1.010224836839676
36311,53-7062.04,Recycling and Reclamation Workers,Performing Administrative Activities,-0.488181042798922
36312,53-7062.04,Recycling and Reclamation Workers,Performing General Physical Activities,0.7155597133422333
36313,53-7062.04,Recycling and Reclamation Workers,Performing for or Working Directly with the Public,-0.1000879072969105
36314,53-7062.04,Recycling and Reclamation Workers,Processing Information,-0.9225272781818712
36315,53-7062.04,Recycling and Reclamation Workers,Providing Consultation and Advice to Others,-1.1547682235049102
36316,53-7062.04,Recycling and Reclamation Workers,Repairing and Maintaining Electronic Equipment,-0.4183937400592281
36317,53-7062.04,Recycling and Reclamation Workers,Repairing and Maintaining Mechanical Equipment,0.5405332139241648
36318,53-7062.04,Recycling and Reclamation Workers,Resolving Conflicts and Negotiating with Others,-0.7285096380148213
36319,53-7062.04,Recycling and Reclamation Workers,Scheduling Work and Activities,-0.26824554450073945
36320,53-7062.04,Recycling and Reclamation Workers,Selling or Influencing Others,-0.15040563014222763
36321,53-7062.04,Recycling and Reclamation Workers,Staffing Organizational Units,-0.2174795946621738
36322,53-7062.04,Recycling and Reclamation Workers,Thinking Creatively,-1.252461746053183
36323,53-7062.04,Recycling and Reclamation Workers,Training and Teaching Others,-0.005398071145750537
36324,53-7062.04,Recycling and Reclamation Workers,Updating and Using Relevant Knowledge,-1.5274941264939128
36325,53-7062.04,Recycling and Reclamation Workers,Working with Computers,-1.1009481884634031
36326,53-7063.00,Machine Feeders and Offbearers,Analyzing Data or Information,-1.3797269200056794
36327,53-7063.00,Machine Feeders and Offbearers,Assisting and Caring for Others,-0.5816801019474548
36328,53-7063.00,Machine Feeders and Offbearers,Coaching and Developing Others,-1.3375969686448832
36329,53-7063.00,Machine Feeders and Offbearers,Communicating with People Outside the Organization,-1.7609184547663554
36330,53-7063.00,Machine Feeders and Offbearers,"Communicating with Supervisors, Peers, or Subordinates",-1.7640210245487717
